cores,TestSizePre,TestSizeMain,time write,goToStart write,lostTime write,time mixed,goToStart mixed,lostTime mixed,time check,goToStart check,lostTime check
4,40000,80000,6801,17,0.000529,20147,6,0.002675,13689,0,0
4,40000,80000,6794,17,0.001214,20744,3,0.001103,13375,0,0
4,40000,80000,6920,19,0.000605,20894,6,0.003368,13179,0,0
4,40000,80000,6733,21,0.000801,20478,3,0.00118,13811,0,0
4,40000,80000,6820,23,0.000936,21058,4,0.001692,13384,0,0
4,40000,80000,6886,30,0.001567,20760,3,0.00082,13690,0,0
4,40000,80000,6868,22,0.000982,21073,6,0.002208,13407,0,0
4,40000,80000,6850,26,0.000391,21299,4,0.001682,13629,0,0
4,40000,80000,6820,16,0.000179,21440,3,0.000874,13715,0,0
4,40000,80000,6904,21,0.000869,21599,6,0.002604,13538,0,0
4,40000,80000,6881,19,0.000657,21549,4,0.001855,13699,0,0
4,40000,80000,6845,29,0.001087,21626,4,0.002361,13675,0,0
4,40000,80000,6919,25,0.000709,21565,6,0.002024,13726,0,0
4,40000,80000,6727,19,0.000648,20336,5,0.002528,13301,0,0
4,40000,80000,6833,23,0.001201,20067,7,0.002497,13491,0,0
4,40000,80000,6782,24,0.001126,20267,6,0.001296,13405,0,0
4,40000,80000,6793,22,0.001091,20470,6,0.002121,13684,0,0
4,40000,80000,6808,19,0.001197,21106,6,0.002898,13282,0,0
4,40000,80000,6797,23,0.000943,21155,3,0.001496,13282,0,0
4,40000,80000,6804,29,0.001362,20621,4,0.002066,13814,0,0
4,40000,80000,6842,23,0.001085,20642,8,0.003227,13780,0,0
4,40000,80000,6872,17,0.000342,21141,6,0.002951,13304,0,0
4,40000,80000,6843,20,0.000626,21180,5,0.002509,13326,0,0
4,40000,80000,6867,24,0.001294,21157,7,0.003534,13326,0,0
4,40000,80000,6814,22,0.001002,20684,3,0.001106,13889,0,0
4,40000,80000,6889,21,0.000349,21760,3,0.001375,13690,0,0
4,40000,80000,6913,21,0.000606,21710,4,0.001537,13739,0,0
4,40000,80000,6839,22,0.001412,21811,5,0.001747,13756,0,0
4,40000,80000,6931,11,7.1e-05,21746,6,0.002316,13734,0,0
8,40000,80000,3478,48,0.001997,11011,15,0.006921,7337,0,0
8,40000,80000,3517,42,0.002472,11045,9,0.004179,7338,0,0
8,40000,80000,3462,45,0.0012,11158,9,0.004065,7387,0,0
8,40000,80000,3589,50,0.001595,11331,13,0.006034,7375,0,0
8,40000,80000,3490,47,0.00236,11533,11,0.005564,7515,0,0
8,40000,80000,3526,58,0.004657,11680,11,0.004126,7638,0,0
8,40000,80000,3418,48,0.001013,11751,8,0.004441,7718,0,0
8,40000,80000,3597,61,0.002332,11722,7,0.003436,7842,0,0
8,40000,80000,3489,49,0.000712,11018,17,0.00671,7291,0,0
8,40000,80000,3490,44,0.00116,11025,16,0.007127,7316,0,0
8,40000,80000,3503,44,0.001086,11189,6,0.002834,7401,0,0
8,40000,80000,3557,47,0.001513,11539,8,0.003961,7504,0,0
8,40000,80000,3661,39,0.001314,11643,6,0.002669,7463,0,0
8,40000,80000,3752,37,0.002245,11644,8,0.00363,7430,0,0
8,40000,80000,3659,54,0.003085,11640,9,0.004151,7678,0,0
8,40000,80000,3693,44,0.001821,11624,8,0.003439,7679,0,0
8,40000,80000,3486,52,0.002258,10986,11,0.005267,7289,0,0
8,40000,80000,3492,63,0.001747,11040,12,0.005464,7336,0,0
8,40000,80000,3501,44,0.001394,11043,7,0.003165,7322,0,0
